FNO_017,"Fuel Empty",app/src/main/java/com/movefuel/mufil2/ui/screens/fno/FNO_017_FuelEmpty.kt,FNO017FuelEmptyScreen
FNO_018,"Fuel Offline",app/src/main/java/com/movefuel/mufil2/ui/screens/fno/FNO_018_FuelOffline.kt,FNO018FuelOfflineScreen
FPL_001,"Fuel Plan Dashboard",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_001_FuelPlanDashboard.kt,FPL001FuelPlanDashboardScreen
FPL_002,"Plan Day View",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_002_PlanDayView.kt,FPL002PlanDayViewScreen
FPL_003,"Plan Week View",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_003_PlanWeekView.kt,FPL003PlanWeekViewScreen
FPL_004,"Plan Month View",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_004_PlanMonthView.kt,FPL004PlanMonthViewScreen
FPL_005,"Plan Preferences",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_005_PlanPreferences.kt,FPL005PlanPreferencesScreen
FPL_006,"Diet Preferences",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_006_DietPreferences.kt,FPL006DietPreferencesScreen
FPL_007,"Allergy Rules",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_007_AllergyRules.kt,FPL007AllergyRulesScreen
FPL_008,"Cuisine Preferences",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_008_CuisinePreferences.kt,FPL008CuisinePreferencesScreen
FPL_009,"Cooking Preferences",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_009_CookingPreferences.kt,FPL009CookingPreferencesScreen
FPL_010,"Budget Preferences",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_010_BudgetPreferences.kt,FPL010BudgetPreferencesScreen
FPL_011,"Pantry Context",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_011_PantryContext.kt,FPL011PantryContextScreen
FPL_012,"Training Context",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_012_TrainingContext.kt,FPL012TrainingContextScreen
FPL_013,"Plan Setup Review",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_013_PlanSetupReview.kt,FPL013PlanSetupReviewScreen
FPL_014,"Generating Meal Plan",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_014_GeneratingMealPlan.kt,FPL014GeneratingMealPlanScreen
FPL_015,"Weekly Proposal",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_015_WeeklyProposal.kt,FPL015WeeklyProposalScreen
FPL_016,"Day Proposal",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_016_DayProposal.kt,FPL016DayProposalScreen
FPL_017,"Planned Meal Detail",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_017_PlannedMealDetail.kt,FPL017PlannedMealDetailScreen
FPL_018,"Swap Meal",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_018_SwapMeal.kt,FPL018SwapMealScreen
FPL_019,"Meal Alternatives",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_019_MealAlternatives.kt,FPL019MealAlternativesScreen
FPL_020,"Serving Change",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_020_ServingChange.kt,FPL020ServingChangeScreen
FPL_021,"Move Meal",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_021_MoveMeal.kt,FPL021MoveMealScreen
FPL_022,"Plan Conflict",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_022_PlanConflict.kt,FPL022PlanConflictScreen
FPL_023,"Confirm Plan",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_023_ConfirmPlan.kt,FPL023ConfirmPlanScreen
FPL_024,"Plan Revision History",app/src/main/java/com/movefuel/mufil2/ui/screens/fpl/FPL_024_PlanRevisionHistory.kt,FPL024PlanRevisionHistoryScreen
FSH_001,"Shop Dashboard",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_001_ShopDashboard.kt,FSH001ShopDashboardScreen
FSH_002,"Shopping List",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_002_ShoppingList.kt,FSH002ShoppingListScreen
FSH_003,"Shopping Item Detail",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_003_ShoppingItemDetail.kt,FSH003ShoppingItemDetailScreen
FSH_004,"Edit Shopping Item",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_004_EditShoppingItem.kt,FSH004EditShoppingItemScreen
FSH_005,"Mark Purchased",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_005_MarkPurchased.kt,FSH005MarkPurchasedScreen
FSH_006,"Undo Purchased",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_006_UndoPurchased.kt,FSH006UndoPurchasedScreen
FSH_007,"Add Shopping Item",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_007_AddShoppingItem.kt,FSH007AddShoppingItemScreen
FSH_008,"Search Grocery",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_008_SearchGrocery.kt,FSH008SearchGroceryScreen
FSH_009,"Manual Grocery Item",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_009_ManualGroceryItem.kt,FSH009ManualGroceryItemScreen
FSH_010,"Scan Grocery Barcode",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_010_ScanGroceryBarcode.kt,FSH010ScanGroceryBarcodeScreen
FSH_011,"Plan Requirements",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_011_PlanRequirements.kt,FSH011PlanRequirementsScreen
FSH_012,"Consolidated Ingredients",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_012_ConsolidatedIngredients.kt,FSH012ConsolidatedIngredientsScreen
FSH_013,"Recipe Ingredients",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_013_RecipeIngredients.kt,FSH013RecipeIngredientsScreen
FSH_014,"Pantry",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_014_Pantry.kt,FSH014PantryScreen
FSH_015,"Shopping Empty",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_015_ShoppingEmpty.kt,FSH015ShoppingEmptyScreen
FSH_016,"Shopping Offline",app/src/main/java/com/movefuel/mufil2/ui/screens/fsh/FSH_016_ShoppingOffline.kt,FSH016ShoppingOfflineScreen
RCP_001,"Recipes Dashboard",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_001_RecipesDashboard.kt,RCP001RecipesDashboardScreen
RCP_002,"Saved Recipes",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_002_SavedRecipes.kt,RCP002SavedRecipesScreen
RCP_003,"Recipe Search",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_003_RecipeSearch.kt,RCP003RecipeSearchScreen
RCP_004,"Recipe Results",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_004_RecipeResults.kt,RCP004RecipeResultsScreen
RCP_005,"Recipe Detail",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_005_RecipeDetail.kt,RCP005RecipeDetailScreen
RCP_006,"Recipe Nutrition",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_006_RecipeNutrition.kt,RCP006RecipeNutritionScreen
RCP_007,"Recipe Ingredients",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_007_RecipeIngredients.kt,RCP007RecipeIngredientsScreen
RCP_008,"Cooking Mode",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_008_CookingMode.kt,RCP008CookingModeScreen
